run_id,mode,prompt_id,repetition,conversation_id,duration_seconds,timed_out,task_completed,strict_full_execution,final_output_usable,final_response_visible,final_response_is_error,final_response_chars,business_send_message_calls,model_send_message_tool_calls,blocked_send_message_calls,a2a_trace_records,all_host_tool_calls,used_agent_count,used_agents,required_group_coverage,required_group_coverage_ratio,exclusive_branch_violations,exact_protocol_sequence,repeated_agent_task,redundant_business_calls,failed_remote_tasks,tool_call_leak_in_final,finalize_protocol_calls,validation_log_markers,output_transport_complete,output_hotel_complete,output_ticket_complete,output_weather_adapted,output_daily_routes_complete,output_budget_complete,output_completeness_score_0_6,c1_weather_itinerary_evidence,c2_weather_transport_evidence,c3_guide_ticket_evidence,c4_itinerary_budget_hotel_evidence,c5_daily_route_evidence,c6_expense_per_capita_evidence,automatic_task_point_evidence_0_6,process_score_0_10,message_count,event_count,task_count
validation_off-travel-simplified-r33,validation_off,travel-simplified,33,9b5e3fdd-635b-4938-98ff-1063473d00cd,244.919,False,False,False,False,False,False,0,6,6,0,12,7,6,Guide Agent|Hotel Agent|Ticket Agent|Train Agent|Transport Select Agent|Weather Agent,6/8,0.75,0,False,False,0,0,False,0,0,False,False,False,False,False,False,0,False,True,True,True,False,False,3,4.25,2,10,0
validation_off-travel-simplified-r34,validation_off,travel-simplified,34,46b1ec3a-d45e-423c-838e-b6048b0689e3,422.934,False,True,False,True,True,False,4659,11,11,0,22,12,8,Budget Agent|Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Transport Select Agent|Weather Agent,8/8,1.0,0,False,True,3,0,False,0,0,True,True,True,True,True,True,6,True,True,True,False,True,True,5,7.0,2,20,0
validation_off-travel-simplified-r35,validation_off,travel-simplified,35,10a2a570-8e79-480b-8717-5ddbd0bf3562,469.56,False,True,False,True,True,False,4755,11,11,0,22,11,8,Budget Agent|Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Transport Select Agent|Weather Agent,8/8,1.0,0,False,True,3,0,False,0,0,True,True,True,True,True,True,6,True,True,True,False,True,True,5,7.0,2,12,0
validation_off-travel-simplified-r36,validation_off,travel-simplified,36,26cbb0c8-3e9c-4537-b094-f87ce620175d,480.3,False,True,False,True,True,False,5637,14,14,0,28,15,8,Budget Agent|Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Transport Select Agent|Weather Agent,8/8,1.0,0,False,True,6,0,False,0,0,True,True,True,True,True,True,6,True,True,True,False,True,True,5,7.0,2,16,0
validation_off-travel-simplified-r37,validation_off,travel-simplified,37,f6e7d2eb-6e36-4019-8887-16e4329dac3f,26.54,False,False,False,False,False,False,0,1,1,0,2,1,1,Weather Agent,1/8,0.125,0,False,False,0,0,False,0,0,False,False,False,False,False,False,0,False,False,False,False,False,False,0,2.38,2,4,0
validation_off-travel-simplified-r38,validation_off,travel-simplified,38,de500320-6bcb-453e-a52f-dae2fd99fc57,419.703,False,True,False,True,True,False,4618,9,9,0,18,9,8,Budget Agent|Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Transport Select Agent|Weather Agent,8/8,1.0,0,False,True,1,0,False,0,0,True,True,True,True,True,True,6,True,True,True,True,True,True,6,7.0,2,10,0
validation_off-travel-simplified-r39,validation_off,travel-simplified,39,491ca9f4-0bc4-454a-bebc-09cbc169b920,37.077,False,False,False,False,False,False,0,1,1,0,2,1,1,Weather Agent,1/8,0.125,0,False,False,0,0,False,0,0,False,False,False,False,False,False,0,False,False,False,False,False,False,0,2.38,2,4,0
validation_off-travel-simplified-r40,validation_off,travel-simplified,40,f8920e1c-db35-474b-87e6-8378deaa1626,390.73,False,True,False,True,True,False,4310,7,7,0,14,7,6,Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Weather Agent,6/8,0.75,0,False,True,1,0,False,0,0,True,True,True,True,True,False,5,True,False,True,True,True,False,4,6.25,2,12,0
validation_off-travel-simplified-r41,validation_off,travel-simplified,41,3a7ba2e5-54df-4b67-923b-e315cbddaccb,259.284,False,True,False,True,True,False,5272,7,7,0,14,7,6,Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Weather Agent,6/8,0.75,0,False,True,1,0,False,0,0,True,True,True,True,True,False,5,True,False,True,True,True,False,4,6.25,2,8,0
validation_off-travel-simplified-r42,validation_off,travel-simplified,42,7c3755dd-1100-4f4e-8aae-c5d1121b30b5,328.61,False,True,False,True,True,False,4674,7,7,0,14,7,6,Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Weather Agent,6/8,0.75,0,False,True,1,0,False,0,0,True,True,True,True,True,False,5,True,False,True,True,True,False,4,6.25,2,10,0
validation_off-travel-simplified-r43,validation_off,travel-simplified,43,7f93d484-8e2a-4232-89f5-34ed43af2e69,821.538,False,False,False,False,False,False,0,9,9,0,18,9,6,Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Weather Agent,6/8,0.75,0,False,True,3,0,False,0,0,False,False,False,False,False,False,0,False,False,True,True,False,False,2,4.25,2,20,0
validation_off-travel-simplified-r44,validation_off,travel-simplified,44,d9de8894-bd18-40b6-86f1-3fb9ac457bae,573.138,False,True,False,True,True,False,4315,14,14,0,28,15,7,Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Transport Select Agent|Weather Agent,7/8,0.875,0,False,True,7,0,False,0,0,True,True,True,True,True,False,5,True,True,True,False,True,False,4,6.62,2,20,0
validation_off-travel-simplified-r45,validation_off,travel-simplified,45,ce36c3b4-3b26-4147-aec0-2bd2238f2a54,297.67,False,False,False,False,True,True,88,36,23,0,54,24,8,Budget Agent|Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Transport Select Agent|Weather Agent,8/8,1.0,0,False,True,28,12,False,0,1,False,False,False,False,False,False,0,False,True,True,True,False,False,3,4.0,2,9,0
validation_off-travel-simplified-r46,validation_off,travel-simplified,46,81a7ed86-857a-4421-8c75-3f7ec040edcb,582.426,False,True,False,True,True,False,3661,13,13,0,44,14,8,Budget Agent|Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Transport Select Agent|Weather Agent,8/8,1.0,0,False,True,5,0,False,0,0,True,True,True,True,True,True,6,True,True,True,True,True,True,6,7.0,2,12,0
validation_off-travel-simplified-r47,validation_off,travel-simplified,47,6e414bbd-a727-495c-871b-62bd7f68c84d,395.006,False,True,False,True,True,False,4612,8,8,0,16,8,8,Budget Agent|Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Transport Select Agent|Weather Agent,8/8,1.0,0,False,False,0,0,False,0,0,True,True,True,True,True,True,6,True,True,True,True,True,True,6,7.0,2,14,0
validation_off-travel-simplified-r48,validation_off,travel-simplified,48,2ca6f50a-25b3-4657-bb19-e6c7ea4df24f,181.611,False,False,False,False,False,False,0,5,5,0,10,5,5,Flight Agent|Guide Agent|Hotel Agent|Train Agent|Weather Agent,4/8,0.5,1,False,False,0,0,False,0,0,False,False,False,False,False,False,0,False,False,False,True,False,False,1,3.5,2,6,0
validation_off-travel-simplified-r49,validation_off,travel-simplified,49,eb69d82d-6464-4f7a-b4fc-9dad055353ed,85.119,False,True,False,False,True,False,1414,2,2,0,4,4,1,Weather Agent,1/8,0.125,0,False,True,1,0,True,0,0,False,False,False,False,False,False,0,True,False,False,False,False,False,1,3.38,2,6,0
validation_off-travel-simplified-r50,validation_off,travel-simplified,50,fd5f2db6-279d-4ce1-b9be-140e41b25610,332.004,False,True,False,True,True,False,3903,6,6,0,12,6,6,Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Weather Agent,6/8,0.75,0,False,False,0,0,False,0,0,True,True,True,True,True,False,5,True,False,True,True,True,False,4,6.25,2,12,0
validation_off-travel-simplified-r51,validation_off,travel-simplified,51,c1b9a888-4dc6-46cc-b8c3-8d87c99bde1b,481.435,False,False,False,False,False,False,0,10,10,0,20,10,6,Guide Agent|Hotel Agent|Ticket Agent|Train Agent|Transport Select Agent|Weather Agent,6/8,0.75,0,False,True,4,0,False,0,0,False,False,False,False,False,False,0,False,True,True,False,False,False,2,4.25,2,22,0
validation_off-travel-simplified-r52,validation_off,travel-simplified,52,de7ccea1-0683-4d57-b062-e4880ff6fbfd,468.254,False,True,False,True,True,False,4065,12,12,0,24,12,6,Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Weather Agent,6/8,0.75,0,False,True,6,0,False,0,0,True,True,True,True,True,False,5,True,False,True,False,True,False,3,6.25,2,12,0
validation_off-travel-simplified-r53,validation_off,travel-simplified,53,1d6dac3b-d488-4785-9acf-3a99280d4d5a,220.763,False,False,False,False,False,False,0,4,4,0,8,4,3,Guide Agent|Train Agent|Weather Agent,3/8,0.375,0,False,True,1,0,False,0,0,False,False,False,False,False,False,0,False,False,False,False,False,False,0,3.12,2,10,0
validation_off-travel-simplified-r54,validation_off,travel-simplified,54,033388d4-f7da-41f0-94bb-1b476f280337,443.651,False,True,False,True,True,False,5877,7,7,0,14,8,7,Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Transport Select Agent|Weather Agent,7/8,0.875,0,False,False,0,0,False,0,0,True,True,True,True,True,False,5,True,True,True,True,True,False,5,6.62,2,12,0
validation_off-travel-simplified-r55,validation_off,travel-simplified,55,46d5b74d-64c3-4773-a56b-ad01e60ffcd2,161.779,False,False,False,False,True,True,153,1,1,0,2,1,1,Weather Agent,1/8,0.125,0,False,False,0,0,False,0,1,False,False,False,False,False,False,0,False,False,False,False,False,False,0,2.38,2,4,0
validation_off-travel-simplified-r56,validation_off,travel-simplified,56,8d051aa4-4fda-4aa7-a58c-edcba5a3187d,937.522,False,True,False,True,True,False,5161,16,16,0,32,16,7,Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Transport Select Agent|Weather Agent,7/8,0.875,0,False,True,9,0,False,0,0,True,True,True,True,True,False,5,True,True,True,True,True,False,5,6.62,2,30,0
validation_off-travel-simplified-r57,validation_off,travel-simplified,57,50da8beb-2375-4258-831f-7fa67c53821a,400.593,False,True,False,True,True,False,4928,9,9,0,18,10,7,Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Transport Select Agent|Weather Agent,7/8,0.875,0,False,True,2,0,False,0,0,True,True,True,True,True,False,5,True,True,True,False,True,False,4,6.62,2,12,0
validation_off-travel-simplified-r58,validation_off,travel-simplified,58,aea50601-7954-4aee-b1bd-d7c8572f4d99,366.961,False,False,False,False,False,False,0,6,6,0,12,6,5,Guide Agent|Hotel Agent|Ticket Agent|Train Agent|Weather Agent,5/8,0.625,0,False,True,1,0,False,0,0,False,False,False,False,False,False,0,False,False,True,True,False,False,2,3.88,2,10,0
validation_off-travel-simplified-r59,validation_off,travel-simplified,59,8b34c7d7-ece1-444d-8f66-cac861f9ea0b,612.952,False,True,False,True,True,False,4768,11,11,0,22,11,7,Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Transport Select Agent|Weather Agent,7/8,0.875,0,False,True,4,0,False,0,0,True,True,True,True,True,False,5,True,True,True,True,True,False,5,6.62,2,14,0
validation_off-travel-simplified-r60,validation_off,travel-simplified,60,ff28bfc0-7f8b-460a-bc3c-57640a1c364d,41.262,False,False,False,False,True,True,90,1,1,0,2,1,1,Weather Agent,1/8,0.125,0,False,False,0,1,False,0,1,False,False,False,False,False,False,0,False,False,False,False,False,False,0,1.38,2,3,0
validation_off-travel-simplified-r61,validation_off,travel-simplified,61,71bdfd0b-3579-4233-899d-f0399a28966b,760.315,False,True,False,True,True,False,4683,15,15,0,30,16,8,Budget Agent|Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Transport Select Agent|Weather Agent,8/8,1.0,0,False,True,7,0,False,0,0,True,True,True,True,True,True,6,True,True,True,False,True,True,5,7.0,2,20,0
validation_off-travel-simplified-r62,validation_off,travel-simplified,62,68649e4c-7439-4384-9972-002252a17f55,463.952,False,False,False,False,False,False,0,9,9,0,18,9,7,Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Transport Select Agent|Weather Agent,7/8,0.875,0,False,True,2,0,False,0,0,False,False,False,False,False,False,0,False,True,True,False,False,False,2,4.62,2,16,0
validation_off-travel-simplified-r63,validation_off,travel-simplified,63,e5b9c3da-4e8e-4a89-b119-ff7fca431070,485.627,False,True,False,True,True,False,656,7,7,0,14,7,6,Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Weather Agent,6/8,0.75,0,False,True,1,0,False,0,0,False,True,False,False,False,False,1,False,False,True,True,False,False,2,6.25,2,10,0
validation_off-travel-simplified-r64,validation_off,travel-simplified,64,23329b4f-c5c9-454b-96de-39ee6ee4a0fc,447.404,False,True,False,True,True,False,5366,11,11,0,22,11,7,Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Transport Select Agent|Weather Agent,7/8,0.875,0,False,True,4,0,False,0,0,True,True,True,True,True,False,5,True,True,True,False,True,False,4,6.62,2,12,0
validation_off-travel-simplified-r65,validation_off,travel-simplified,65,141a32f9-ab09-4e1a-9495-2f38221a4635,481.24,False,True,False,True,True,False,5143,11,11,0,22,11,7,Budget Agent|Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Weather Agent,7/8,0.875,0,False,True,4,0,False,0,0,True,True,True,True,True,True,6,True,False,True,False,True,True,4,6.62,2,12,0
validation_off-travel-simplified-r66,validation_off,travel-simplified,66,442817b0-167d-4cf5-aaff-46c6f0dcf30f,65.548,False,False,False,False,False,False,0,1,1,0,2,2,1,Weather Agent,1/8,0.125,0,False,False,0,0,False,0,0,False,False,False,False,False,False,0,False,False,False,False,False,False,0,2.38,2,6,0
validation_off-travel-simplified-r67,validation_off,travel-simplified,67,3a1a2456-405d-48cb-8926-6993ef84af1e,67.122,False,False,False,False,False,False,0,1,1,0,2,1,1,Weather Agent,1/8,0.125,0,False,False,0,0,False,0,0,False,False,False,False,False,False,0,False,False,False,False,False,False,0,2.38,2,4,0
validation_off-travel-simplified-r68,validation_off,travel-simplified,68,ad7442be-ecf3-495c-a858-75db61607bd1,550.75,False,True,False,True,True,False,4981,11,11,0,22,11,7,Flight Agent|Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Weather Agent,6/8,0.75,1,False,True,4,0,False,0,0,True,True,True,True,True,False,5,True,False,True,True,True,False,4,6.25,2,14,0
validation_off-travel-simplified-r69,validation_off,travel-simplified,69,57aea606-74aa-42e2-8944-0e047d316c56,127.278,False,False,False,False,False,False,0,3,3,0,6,3,3,Guide Agent|Transport Select Agent|Weather Agent,3/8,0.375,0,False,False,0,0,False,0,0,False,False,False,False,False,False,0,False,False,False,False,False,False,0,3.12,2,6,0
validation_off-travel-simplified-r70,validation_off,travel-simplified,70,bd50cd64-0189-46b0-b0bb-b6d9d8f7ac53,499.746,False,True,False,True,True,False,5108,12,12,0,24,13,8,Budget Agent|Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Transport Select Agent|Weather Agent,8/8,1.0,0,False,True,4,0,False,0,0,True,True,True,True,True,True,6,True,True,True,False,True,True,5,7.0,2,14,0
validation_off-travel-simplified-r71,validation_off,travel-simplified,71,a8294310-4080-41e8-b690-6f7376d4bac1,196.232,False,False,False,False,False,False,0,4,4,0,8,4,2,Guide Agent|Weather Agent,2/8,0.25,0,False,True,2,0,False,0,0,False,False,False,False,False,False,0,False,False,False,False,False,False,0,2.75,2,10,0
validation_off-travel-simplified-r72,validation_off,travel-simplified,72,59c6cf5a-d6c2-4034-b07f-6ffb297e6cd3,242.814,False,False,False,False,False,False,0,5,5,0,10,5,4,Guide Agent|Train Agent|Transport Select Agent|Weather Agent,4/8,0.5,0,False,True,1,0,False,0,0,False,False,False,False,False,False,0,False,True,False,False,False,False,1,3.5,2,10,0
validation_off-travel-simplified-r73,validation_off,travel-simplified,73,d1cee99f-d7df-4699-b71e-cc02e9c5260c,511.851,False,True,False,True,True,False,5326,9,9,0,18,9,6,Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Weather Agent,6/8,0.75,0,False,True,3,0,False,0,0,True,True,True,True,True,False,5,True,False,True,True,True,False,4,6.25,2,14,0
validation_off-travel-simplified-r74,validation_off,travel-simplified,74,aeb53b46-a899-43a8-8304-99b3b599a95c,60.469,False,False,False,False,False,False,0,2,2,0,4,3,2,Transport Select Agent|Weather Agent,2/8,0.25,0,False,False,0,0,False,0,0,False,False,False,False,False,False,0,False,True,False,False,False,False,1,2.75,2,6,0
validation_off-travel-simplified-r75,validation_off,travel-simplified,75,0400dd34-6028-4ae2-b49f-dde1ff64a71d,404.231,False,True,False,True,True,False,4090,11,11,0,22,11,6,Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Weather Agent,6/8,0.75,0,False,True,5,0,False,0,0,True,True,True,True,True,False,5,True,False,True,True,True,False,4,6.25,2,6,0
validation_off-travel-simplified-r76,validation_off,travel-simplified,76,e43d3313-d2f3-4abb-8f2d-b98f7e56e460,379.144,False,True,False,True,True,False,4135,9,9,0,18,9,6,Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Weather Agent,6/8,0.75,0,False,True,3,0,False,0,0,True,True,True,True,True,False,5,True,False,True,False,True,False,3,6.25,2,10,0
validation_off-travel-simplified-r77,validation_off,travel-simplified,77,0077dfab-05ba-474e-8096-6c9e69db14ce,36.428,False,False,False,False,False,False,0,1,1,0,2,1,1,Weather Agent,1/8,0.125,0,False,False,0,0,False,0,0,False,False,False,False,False,False,0,False,False,False,False,False,False,0,2.38,2,4,0
validation_off-travel-simplified-r78,validation_off,travel-simplified,78,c00b6b0b-5f76-4b71-993b-0192cd15327e,284.247,False,False,False,False,False,False,0,6,6,0,12,7,4,Guide Agent|Train Agent|Transport Select Agent|Weather Agent,4/8,0.5,0,False,True,2,0,False,0,0,False,False,False,False,False,False,0,False,True,False,False,False,False,1,3.5,2,12,0
validation_off-travel-simplified-r79,validation_off,travel-simplified,79,e3ee1b41-aa2a-4ca8-88b1-d84684cf26e7,334.78,False,True,False,True,True,False,4490,7,7,0,14,7,7,Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Transport Select Agent|Weather Agent,7/8,0.875,0,False,False,0,0,False,0,0,True,True,True,True,True,False,5,True,True,True,True,True,False,5,6.62,2,10,0
validation_off-travel-simplified-r80,validation_off,travel-simplified,80,51848dda-748f-4b76-b2e0-7a54ce54fd18,388.164,False,True,False,True,True,False,4013,6,6,0,12,6,6,Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Weather Agent,6/8,0.75,0,False,False,0,0,False,0,0,True,True,True,True,True,False,5,True,False,True,True,True,False,4,6.25,2,10,0
validation_off-travel-simplified-r81,validation_off,travel-simplified,81,e48a7029-5941-4d28-a6a8-f32b18d7a6cc,476.543,False,True,False,True,True,False,5665,14,14,0,28,14,8,Budget Agent|Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Transport Select Agent|Weather Agent,8/8,1.0,0,False,True,6,0,False,0,0,True,True,True,True,True,True,6,True,True,True,False,True,True,5,7.0,2,22,0
validation_off-travel-simplified-r82,validation_off,travel-simplified,82,6d9bebb8-0dd4-4075-a361-c22d7ee23d69,541.778,False,True,False,True,True,False,5251,12,12,0,24,12,6,Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Weather Agent,6/8,0.75,0,False,True,6,0,False,0,0,True,True,True,True,True,False,5,True,False,True,False,True,False,3,6.25,2,14,0
validation_off-travel-simplified-r83,validation_off,travel-simplified,83,cce136c4-144f-4c1a-a729-c57d4dd92164,316.574,False,False,False,False,False,False,0,7,7,0,14,7,6,Guide Agent|Hotel Agent|Ticket Agent|Train Agent|Transport Select Agent|Weather Agent,6/8,0.75,0,False,True,1,0,False,0,0,False,False,False,False,False,False,0,False,True,True,True,False,False,3,4.25,2,12,0
validation_off-travel-simplified-r84,validation_off,travel-simplified,84,9f915a06-f0b9-4b04-a5dd-56a4acb7245e,601.45,False,True,False,True,True,False,5580,17,17,0,34,17,8,Budget Agent|Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Transport Select Agent|Weather Agent,8/8,1.0,0,False,True,9,0,False,0,0,True,True,True,True,True,True,6,True,True,True,False,True,True,5,7.0,2,16,0
validation_off-travel-simplified-r85,validation_off,travel-simplified,85,58b8618c-4f3b-4399-9746-e9b63a6595c0,90.345,False,False,False,False,False,False,0,3,3,0,6,3,3,Guide Agent|Transport Select Agent|Weather Agent,3/8,0.375,0,False,False,0,0,False,0,0,False,False,False,False,False,False,0,False,False,False,False,False,False,0,3.12,2,4,0
validation_off-travel-simplified-r86,validation_off,travel-simplified,86,3da7f605-dfd0-496a-85e1-17cbc5ed6831,50.068,False,False,False,False,False,False,0,1,1,0,2,1,1,Weather Agent,1/8,0.125,0,False,False,0,0,False,0,0,False,False,False,False,False,False,0,False,False,False,False,False,False,0,2.38,2,4,0
validation_off-travel-simplified-r87,validation_off,travel-simplified,87,435d67be-e9a3-4bab-be28-bd258fc7bba5,40.456,False,False,False,False,False,False,0,1,1,0,2,2,1,Weather Agent,1/8,0.125,0,False,False,0,0,False,0,0,False,False,False,False,False,False,0,False,False,False,False,False,False,0,2.38,2,6,0
validation_off-travel-simplified-r88,validation_off,travel-simplified,88,187dbb9f-f7ae-4b08-a7ba-6a0596647dcf,42.148,False,False,False,False,False,False,0,1,1,0,2,1,1,Weather Agent,1/8,0.125,0,False,False,0,0,False,0,0,False,False,False,False,False,False,0,False,False,False,False,False,False,0,2.38,2,4,0
validation_off-travel-simplified-r89,validation_off,travel-simplified,89,1b27461b-2ad4-4b44-aebe-3f51c6f02930,404.414,False,True,False,True,True,False,6433,7,7,0,14,7,7,Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Transport Select Agent|Weather Agent,7/8,0.875,0,False,False,0,0,False,0,0,True,True,True,True,True,False,5,True,True,True,True,True,False,5,6.62,2,10,0
validation_off-travel-simplified-r90,validation_off,travel-simplified,90,2bf5762c-e627-41b9-aa4b-d6743eda83be,294.527,False,False,False,False,False,False,0,7,7,0,14,8,6,Guide Agent|Hotel Agent|Ticket Agent|Train Agent|Transport Select Agent|Weather Agent,6/8,0.75,0,False,True,1,0,False,0,0,False,False,False,False,False,False,0,False,True,True,True,False,False,3,4.25,2,12,0
validation_off-travel-simplified-r91,validation_off,travel-simplified,91,9da6dde4-0bab-4bb5-909e-c438ca1e5038,282.091,False,False,False,False,False,False,0,5,5,0,10,5,5,Guide Agent|Hotel Agent|Train Agent|Transport Select Agent|Weather Agent,5/8,0.625,0,False,False,0,0,False,0,0,False,False,False,False,False,False,0,False,True,False,True,False,False,2,3.88,2,12,0
validation_off-travel-simplified-r92,validation_off,travel-simplified,92,a07e09ce-9562-4c4b-bc15-39dea30c6a01,436.759,False,True,False,True,True,False,5891,10,10,0,20,10,8,Budget Agent|Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Transport Select Agent|Weather Agent,8/8,1.0,0,False,True,2,0,False,0,0,True,True,True,True,True,True,6,True,True,True,False,True,True,5,7.0,2,16,0
validation_off-travel-simplified-r93,validation_off,travel-simplified,93,bb20d22f-6058-4be8-8b6e-6551d7d2a0f4,221.596,False,False,False,False,False,False,0,4,4,0,8,4,4,Guide Agent|Train Agent|Transport Select Agent|Weather Agent,4/8,0.5,0,False,False,0,0,False,0,0,False,False,False,False,False,False,0,False,True,False,False,False,False,1,3.5,2,8,0
validation_off-travel-simplified-r94,validation_off,travel-simplified,94,17e92ad3-6686-4e4d-b964-9f368fbb69b7,269.621,False,False,False,False,False,False,0,6,6,0,12,7,6,Guide Agent|Hotel Agent|Ticket Agent|Train Agent|Transport Select Agent|Weather Agent,6/8,0.75,0,False,False,0,0,False,0,0,False,False,False,False,False,False,0,False,True,True,True,False,False,3,4.25,2,12,0
validation_off-travel-simplified-r95,validation_off,travel-simplified,95,9550f4e2-c38a-4a6d-a637-591b1aba569a,595.079,False,True,False,True,True,False,921,16,16,0,32,16,9,Budget Agent|Flight Agent|Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Transport Select Agent|Weather Agent,8/8,1.0,1,False,True,7,0,False,0,0,False,True,False,False,True,True,3,False,False,True,False,False,True,2,7.0,2,14,0
validation_off-travel-simplified-r96,validation_off,travel-simplified,96,732bdc11-6d5e-405b-996e-0298e1aa43d5,157.246,False,False,False,False,False,False,0,7,7,0,14,7,7,Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Transport Select Agent|Weather Agent,7/8,0.875,0,False,False,0,0,False,0,0,False,False,False,False,False,False,0,False,True,True,True,False,False,3,4.62,2,6,0
validation_off-travel-simplified-r97,validation_off,travel-simplified,97,0b4468e2-3b4d-40d6-8548-7a1ba556ac3a,188.9,False,False,False,False,False,False,0,4,4,0,8,4,4,Guide Agent|Train Agent|Transport Select Agent|Weather Agent,4/8,0.5,0,False,False,0,0,False,0,0,False,False,False,False,False,False,0,False,True,False,False,False,False,1,3.5,2,6,0
validation_off-travel-simplified-r98,validation_off,travel-simplified,98,6727d985-1bb9-4bc8-a69f-6bb0124fe7e8,227.627,False,False,False,False,False,False,0,4,4,0,8,5,4,Guide Agent|Train Agent|Transport Select Agent|Weather Agent,4/8,0.5,0,False,False,0,0,False,0,0,False,False,False,False,False,False,0,False,True,False,False,False,False,1,3.5,2,12,0
validation_off-travel-simplified-r99,validation_off,travel-simplified,99,0de4f799-644b-46c2-8f65-bcc0acdeeb2b,27.36,False,False,False,False,True,True,90,3,3,0,5,4,3,Guide Agent|Transport Select Agent|Weather Agent,3/8,0.375,0,False,False,0,1,False,0,1,False,False,False,False,False,False,0,False,True,False,False,False,False,1,2.12,2,5,0
validation_off-travel-simplified-r100,validation_off,travel-simplified,100,316a3249-a4ae-4bc7-ac9c-7d7903640dd9,6.115,False,False,False,False,True,True,288,0,0,0,0,0,0,,0/8,0.0,0,False,False,0,0,False,0,1,False,False,False,False,False,False,0,False,False,False,False,False,False,0,2.0,2,2,0
